2024-09-16 15:03:39,23.5,72.0,221
2024-09-16 15:03:44,24.1,72.0,238
2024-09-16 15:03:48,21.8,71.0,231
2024-09-16 15:03:52,24.1,72.0,225
2024-09-16 15:03:56,23.8,72.0,232
2024-09-16 15:04:02,24.0,72.0,231
2024-09-16 15:04:06,23.6,72.0,231
2024-09-16 15:04:10,24.6,72.0,226
2024-09-16 15:04:14,24.4,72.0,191
2024-09-16 15:04:18,24.0,72.0,223
2024-09-16 15:04:22,24.4,72.0,210
2024-09-16 15:04:26,23.7,72.0,214
2024-09-16 15:04:30,24.1,72.0,222
2024-09-16 15:04:34,24.9,72.0,218
2024-09-16 15:04:38,23.8,72.0,215
2024-09-16 15:04:42,24.0,72.0,220
2024-09-16 15:04:46,24.9,72.0,221
2024-09-16 15:04:50,23.5,72.0,228
2024-09-16 15:04:54,24.3,72.0,229
2024-09-16 15:04:58,24.2,72.0,217
2024-09-16 15:05:02,24.3,72.0,228
2024-09-16 15:05:07,24.0,72.0,227
2024-09-16 15:05:11,23.0,72.0,222
2024-09-16 15:05:15,24.3,72.0,225
2024-09-16 15:05:21,22.5,71.0,231
2024-09-16 15:05:25,22.3,72.0,210
2024-09-16 15:05:29,23.0,72.0,223
2024-09-16 15:05:33,24.0,72.0,226
2024-09-16 15:05:37,24.0,72.0,227
2024-09-16 15:05:41,24.3,71.0,225
2024-09-16 15:05:45,23.6,71.0,242
2024-09-16 15:05:49,24.3,72.0,224
2024-09-16 15:05:53,24.8,72.0,226
2024-09-16 15:05:57,24.4,72.0,231
2024-09-16 15:06:01,23.9,72.0,227
2024-09-16 15:06:05,24.2,72.0,227
2024-09-16 15:06:09,24.0,72.0,230
2024-09-16 15:06:13,24.0,72.0,221
2024-09-16 15:06:17,23.9,72.0,228
2024-09-16 15:06:21,23.4,72.0,230
2024-09-16 15:06:26,24.0,72.0,216
2024-09-16 15:06:30,23.9,72.0,228
2024-09-16 15:06:34,24.2,72.0,229
2024-09-16 15:06:38,23.8,72.0,224
2024-09-16 15:06:42,22.8,72.0,213
2024-09-16 15:06:46,23.7,72.0,230
2024-09-16 15:06:50,22.6,72.0,222
2024-09-16 15:06:54,24.0,72.0,228
2024-09-16 15:06:58,23.2,72.0,222
2024-09-16 15:07:03,24.3,72.0,223
2024-09-16 15:07:07,24.2,72.0,224
2024-09-16 15:07:11,24.0,72.0,223
2024-09-16 15:07:17,24.0,72.0,210
2024-09-16 15:07:21,24.0,72.0,227
2024-09-16 15:07:25,23.9,72.0,231
2024-09-16 15:07:29,24.6,72.0,213
2024-09-16 15:07:33,24.3,72.0,230
2024-09-16 15:07:37,23.1,72.0,222
2024-09-16 15:07:41,24.4,72.0,223
2024-09-16 15:07:45,24.2,72.0,221
2024-09-16 15:07:49,23.5,72.0,221
2024-09-16 15:07:53,24.4,72.0,218
2024-09-16 15:07:58,23.9,72.0,212
2024-09-16 15:08:02,23.7,71.0,228
2024-09-16 15:08:06,22.5,71.0,227
2024-09-16 15:08:10,24.4,72.0,220
2024-09-16 15:08:14,24.1,72.0,221
2024-09-16 15:08:18,24.7,72.0,223
2024-09-16 15:08:22,24.6,72.0,218
2024-09-16 15:08:27,24.1,72.0,229
2024-09-16 15:08:31,23.5,72.0,222
2024-09-16 15:08:35,24.5,72.0,214
2024-09-16 15:08:39,24.5,71.0,221
2024-09-16 15:08:43,24.5,71.0,230
2024-09-16 15:08:47,23.8,71.0,230
2024-09-16 15:08:51,23.8,71.0,213
2024-09-16 15:08:55,24.8,71.0,220
2024-09-16 15:09:00,24.0,71.0,229
2024-09-16 15:09:04,23.8,71.0,230
2024-09-16 15:09:08,23.9,71.0,217
2024-09-16 15:09:12,24.1,71.0,220
2024-09-16 15:09:16,24.6,71.0,230
2024-09-16 15:09:22,23.6,71.0,215
2024-09-16 15:09:26,22.4,71.0,226
2024-09-16 15:09:30,23.6,71.0,220
2024-09-16 15:09:34,24.0,71.0,231
2024-09-16 15:09:38,23.3,71.0,226
2024-09-16 15:09:42,24.2,71.0,221
2024-09-16 15:09:46,23.8,71.0,238
2024-09-16 15:09:50,24.1,72.0,212
2024-09-16 15:09:54,24.1,71.0,229
2024-09-16 15:09:58,24.3,72.0,222
2024-09-16 15:10:03,24.4,71.0,227
2024-09-16 15:10:07,24.5,71.0,218
2024-09-16 15:10:11,24.1,72.0,237
2024-09-16 15:10:15,23.5,72.0,228
2024-09-16 15:10:19,25.0,72.0,216
2024-09-16 15:10:23,24.0,72.0,234
2024-09-16 15:10:29,24.2,72.0,216
2024-09-16 15:10:33,24.4,72.0,231
2024-09-16 15:10:37,23.1,72.0,228
2024-09-16 15:10:41,24.3,72.0,228
2024-09-16 15:10:45,24.9,72.0,221
2024-09-16 15:10:49,24.0,72.0,234
2024-09-16 15:10:53,23.7,71.0,224
2024-09-16 15:10:57,24.9,72.0,224
2024-09-16 15:11:01,23.4,71.0,225
2024-09-16 15:11:05,24.2,71.0,216
2024-09-16 15:11:10,23.9,71.0,232
2024-09-16 15:11:15,24.5,71.0,213
2024-09-16 15:11:19,23.8,71.0,225
2024-09-16 15:11:23,23.2,71.0,221
2024-09-16 15:11:27,20.8,69.0,230
2024-09-16 15:11:31,24.5,71.0,214
2024-09-16 15:11:39,22.5,71.0,223
2024-09-16 15:11:43,24.0,71.0,228
2024-09-16 15:11:47,23.0,71.0,219
2024-09-16 15:11:51,23.9,71.0,233
2024-09-16 15:11:55,25.6,71.0,214
2024-09-16 15:11:59,24.6,71.0,225
